,X1,pros_page1,pros_page_rating_value,
483,55,fact set considered as the workers welfare and provide best services and give good package,4,#N/A
484,55,Great place to start your career after university. You are given a lot of responsibility and exposure to the finance industry early on. Career progression can be quite quick if you are serious. Very young work force which adds to the fun atmosphere in the office. Work life balance is also very good. Starting salary very high compared to others within the same industry.,4,#VALUE!
485,55,"-Company has shown continued growth and solid financial performance
- Great training program
-Exposure to the inner workings of financial markets
-Colleagues who are willing to help and are very great people
-Decent benefits
-Work weekends for e",4,#N/A
486,55,"FactSet is a great place to start a career out of college.  Great benefits, great people and you can build yourself a great network.",4,#N/A
487,55,#NAME?,4,#NAME?
488,55,"Young workforce, relatively flat organization, allows for you to take responsibility and get a wide understanding of the financial industry. Good benefits",4,#N/A
489,55,"Great people, benefits, and work/life balance. Awesome culture and fun place to work. Growing company with a lot of career opportunities.",2,#N/A
490,55,Good company to work with. Good work life balance.,4,#N/A
491,56,"Young, competitive, efficient atmosphere with knowledgable management",3,#N/A
492,56,"Great training program, management is really supportive and active in your success. Really fun people to work with and fun work life balance",3,#N/A
493,56,very good life balance,4,#N/A
494,56,"Good to employees on transportation ,medical",4,#N/A
495,56,"Wonderful experience, awesome work-life balance, not much work pressure at all, free food, cab, best place to stay long term",4,#N/A
496,56,Great co-workers and training. Good work life balance,4,#N/A
497,56,"Decent food in the Norwalk cafeteria. You get $8/day to spend on lunch. It's enough for an entree and a drink. There are kitchens on every floor with free soda, snacks, coffee, tea, etc. All software engineers get a decent laptop.",4,#N/A
498,56,"- Healthcare benefits
- 401K
- Snacks
- $8 lunch allowance (but in return you have no lunch break)
- They do a great hiring process of recruiting the same kind of personalities who make the ordeal better.",4,#N/A
499,56,"Words fail me in describing this great company. It's one of Fortune's 100 best places to work. It has less than 5% annual attrition rate. You get free soda, juice, coffee, tea, and milk - daily. There's always a reason to give away GCs.",2,#N/A
500,56,"Less work pressure, work life balance, wonderful cab faclity",4,#N/A
501,57,Free lunch 4/5 days a week. Get to meet face to face with clients a few months in. Young group and great place to start right out of college.,3,#N/A
502,57,"Smart people who are team-oriented - hard to find better people
Workday never looks the same
Plenty of mid level leadership opportunities
Work can be challenging and complex
Sense of independence
Benefits",3,#N/A
503,57,great place to start career,4,#N/A
504,57,"some great people, minimal politics (considering the size), friendly work atmosphere, decent work/life balance, good benefits, at least tries to be fair.",4,#N/A
505,57,"Great Work/Life Balance
Awesome co-workers
Great job right out of school",4,#N/A
506,57,"Great co-workers with lots of diversity
Great support / mentoring",4,#N/A
507,57,Boite jeune et dynamique. Direction à l écoute.,4,#N/A
508,57,One of the best companies to work for.,4,#N/A
509,57,"Excellent launch pad for a first job opportunity, provided you are from a finance or Software background. 
They are very transparent in their ratings and performance evaluation at a Research Analyst, Senior  Analyst, Process Specialist, Quality Control Associate levels. 
They are strict about work timings, during peaks we need to work 2 hours Overtime everyday for which one is paid through a systematic policy,... however the rest of the days its strictly 9 hours encouraging good work life balance.",2,#VALUE!
510,57,"Always working on cutting edge technology. Great work culture and good work-life balance. 
You get to work with a lot of smart people.",4,#N/A
511,58,"Paid lunch Mon-Thurs, Great working environment.  FactSet has trust in employees to  do there job. That goes a long way!!",3,#N/A
512,58,Great work-life balance. Rarely feels like crunch-time.,3,#N/A
513,58,If you are lucky then you will get a good manager!,4,#N/A
514,58,"Its a good company to start a carrier.very friendly environment.very good facilities (food,cab)",4,#N/A
515,58,"The company has free cab facility for all its employees. Subsidized food, free snacks and breakfast.. For a fresher its a good company to start their career..there is hike for every six months",4,#N/A
516,58,The package was good. Infrastructure was good.,4,#N/A
517,58,"Fun, collegial atmosphere, so it's great as a recent grad.
People make it interesting
Lots of exposure to buy side",4,#N/A
518,58,"Good work life balance
Good for freshers",4,#N/A
519,58,"Stable roles, lots of privacy and not so much micromanagement",2,#N/A
520,58,Great start to your career,4,#N/A
521,59,Training is good. Quaterly bonus. Good transportation facilities. Flexible for females.,3,#N/A
522,59,"regular paycheck, two to four monitors per individual",3,#N/A
523,59,"No huge stress, Decent transport facility, robust Organizational hierarchy,QA department follows best in the field workflows and SOP's. Good but not awsome way to start a career for an engineering student,",4,#N/A
524,59,Good work life balance and immediate access to high profile clients,4,#N/A
525,59,"* Generally flexible, easygoing co-workers/management. Provided that one is not taking advantage, or causing an issue by doing so, one's manager is generally flexible and lenient about most things, provided one's performance is decent.
* Pantry filled with free snacks and soft drinks.",4,#VALUE!
526,59,"Good salaries, great benefits, good work/life balance.  Company has been steadily growing for years leading to room to move up.",4,#N/A
527,59,"Health Care Benefit
Life-Work balance
Free Lunch
Snacks",4,#N/A
528,59,"Good community
Good environment
Good work benefits and perks",4,#N/A
529,59,"Good people, stability, global reach. Recently replaced some of the upper-management people that made me want to leave in the first place.",2,#N/A
