Employer.s.Name,Review.Link,Job.Title,Review.Date,Review.City.Town.Name,Review.State.Name,Review.Country.Name,Current.Job,Length.of.Employment,Employment.Status,Overall.Satisfaction,Career.Opportunities,Compensation...Benefits,Senior.Leadership,Work.Life.Balance,Culture...Values,Business.Outlook,Recommend.to.Friend,CEO.Approval,Pros,Cons,Advice.to.Sr..Management,Headline,Employer.Response
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9249253.htm,Secretary,1/19/2016,New York,New York State,US,No,More than 5 years,Full-time,5,4,4,4,5,5,Getting Better,Yes,No Rating,Everyone is so nice and down to earth. Work/life balance is encouraged and the benefits/vacation time are amazing.,It's tough to move up in the company if you are not an analyst., ,Best Company to Work for,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9229611.htm,Associate Director,1/17/2016,New York,New York State,US,Yes,More than 3 years, ,5,4,4,4,5,4,Getting Better,Yes,Approve,Access to great opportunities and teaches basic financial analysis that can be used in many applications and speak with a wide variety of investors.,"Similar to most jobs, the work can at times be less than exciting, especially when dealing with filling out appropriate forms.  Also, company doesn't have great leave policy.", ,Associate Director,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9222502.htm, ,1/16/2016,New York,New York State,US,Yes,Less than a year,Intern,4,0,0,0,0,0, , ,No Rating,Free coffee and friendly environment,Management could have been better, ,Summer Intern,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9183205.htm,Director,1/13/2016,New York,New York State,US,No,More than 10 years, ,1,1,3,1,1,1,Getting Worse,No,Disapprove,"There are a lot of very smart, nice people to work with and the work can be interesting. Company also provides good benefits.",Slashing costs and ensuring all regulatory guidelines are met are top priority. Analytics and customer service do not appear important.,Pay attention to your customers and don't gauge them. At some point entities will have a choice about rating agencies and will not use the one where they were treated poorly.,Director,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9167065.htm,Research Assistant and Records Management,1/12/2016,New York,New York State,US,No,More than 5 years, ,2,2,2,1,1,1,Staying the Same,No,No Opinion,The had some great benefits and pay,Upper management was hard to budge on any new and innovative ideas,"Listen to your employees , not dismiss them if they do not have a degree.",Research Assistant,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9155282.htm, ,1/11/2016,New York,New York State,US,Yes, , ,4,0,0,0,0,0, , ,No Rating,"1) This program is fairly new AND small. It's first 'analyst class' began in summer of 2015 for class of 2015 graduates (undergrad). The classes are usually about 10-20 (at least in the New York office). 2) The analysts all start with a training program. This training gathers all analyst from all major S&P offices around the world and invites world-class NYU professors to teach finance, analysis, etc. 3) This program is an acceleration program in terms of corporate hierarchy. You can start as a research assistant, but it will take you AT LEAST a couple years to be at an analyst level. 4) Analysts in the US come from usually econ, finance backgrounds from east coast schools ranging from Rutgers to Yale. 5) The unique aspect of this program is supposed to expose you to ALL FOUR of the major money-maker departments. It is designed to start as a summer intern in ONE department, and rotate through THREE departments after graduation (assuming you get an offer back). 6) The exit opportunities are expected to be good. Obviously this is a new program so there's not a huge alumni network from the CREDit program. S&P kinda expects and hopes you to stay after the program and choose one of the rotation teams. I'm assuming many graduates can go on into the buy-side in the debt industry.","You will need to put in the time into this program. It's a competitive program and the upper management expect you to put in the time and effort. Yes, you won't be pulling investment banking hours, but don't expect it to be a 9-5 job, unless its the training period. You'll be rotating so don't expect to get comfortable too much since you'll be moving teams and changing bosses.","Interview according more to the analyst program itself. Obviously the candidates need to have a general finance background, but don't ask questions that aren't reflective of the analyst program. I don't know why the management team feels the need to ask investment banking questions and overly difficult questions. Also, be more responsive to the first and second analyst class - we will help you and HR refine the program so work with us. Take each of our feedback seriously.",CREDit Analyst Program,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9148489.htm, ,1/11/2016,New York,New York State,US,No,More than 3 years,Full-time,1,1,2,1,4,1,Getting Worse,No,Disapprove,"Decent benefits and work-life balance, but you probably can say the same thing about many companies out there.","Do they know that the ratings business is regulated? No offense to Mr. Berisford, but it would be very difficult to convince me that his experience working in HR for Pepsi (Bottling, not even the main corporate) qualifies him to head a ratings agency.",Please hire appropriate top management to lead the company. Your market shares has dropped to the bottom and Fitch is more than happy to gobble them up.,New management is a joke,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9127034.htm,Director,1/8/2016,New York,New York State,US,No,More than 5 years,Full-time,3,3,2,1,5,2,Staying the Same,No,No Opinion,"Good work life balance with 9 to 5 hours most days and a relaxed working environment, flexible working arrangements with the ability to work from home, global opportunities, friendly coworkers, good opportunity for younger analysts to get experience from day 1 interacting with C-level management teams and Wall Street","Low employee morale and motivation, high staff turnover, most senior management not engaged with employee development and instead are too focused on internal politics, external reputation of ratings analysts has suffered since 2008 financial crisis, promotions seem arbitrary and based on tenure rather than ability", ,Good work life balance for finance,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW9055944.htm,Software Developer,1/3/2016,New York,New York State,US,No, ,Contract,3,3,3,3,3,3,Staying the Same,Yes,No Rating,"Low pressure, work is okay still balance missing",Politics no promotion and no well defined hierarchy, ,Pros and cons,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8815656.htm,Summer Associate,12/3/2015,Pittsburgh,Pennsylvania,US,No,Less than a year, ,2,2,3,2,4,2, , ,No Rating,"Good work-life balance, good salary","Bad management, people do not care about your work.", ,Not a good choice,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8752164.htm, ,11/25/2015,San Francisco,California,US,No, ,Full-time,1,2,2,1,2,1,Staying the Same,No,No Rating,"It depends on your position, but if you are a corporate analyst -- although your work hours are still at the mercy of the companies in your portfolio, deadlines imposed by the way the company has set up the process to deal with regulations, and the location of the person in charge of the rating committee -- you can still maintain some semblance of work-life balance. If you are in any other area or do anything else, there is no longer any work life balance (contrary to what other reviewers have said).

It's good if you're fairly young and want to gain experience.","--Inconsistent and sometimes downright bad management
--Pay that doesn't truly recognize good performance and that isn't up to industry ranges
-- No ability to do much that is engaging or intellectual because of the increase in button pushing due to b",Stick to a president for a while so the culture you want can take hold. Value our employees truly -- don't just give it lip service. If you're going to be quick to change process that you need to be quick to respond to employees' needs. The lag creates animosity.,Used to be a good company to work for. . . not any more,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8555063.htm,Senior Director,11/5/2015,New York,New York State,US,No,More than 5 years,Full-time,4,3,5,4,3,4,Getting Better,Yes,No Opinion,"Fast Pace environment, solid company performance, good benefits and comp",limited opportunity for growth in  senior levels.  No cafeteria.  Work from home opportunities vary by role and department.,Invest more in development and stop losing senior women,Senior Director,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8503008.htm,.NET Developer,11/1/2015,New York,New York State,US,No,Less than a year, ,3,3,3,2,4,3,Getting Better,Yes,Approve,"Great work culture, Staff is very friendly",the higher level of management is not very easily accesiable,Good work!! keep going but need higher level management more accessible,S&P,NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8482403.htm, ,10/29/2015,San Francisco,California,US,Yes,Less than a year,Full-time,3,3,2,3,4,3,Staying the Same,Yes,No Opinion,"-Great place to learn from experts
-In-depth exposure to credit investing and investors.","-poor compensation
-tons of regulation
-large bureaucracy",Improve compensation and streamline compliance as much as possible.,"Great place to learn, but poor compensation",NA
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW8403372.htm,Designer,10/23/2015,Minneapolis,Minnesota,US,Yes,More than a year, ,4,4,4,4,4,4,Getting Better,Yes,Approve,Great people. Very opening and understanding. they worked with me on my project and helped me out in areas I did not know. very knowledgable.,hours.... it's kinda long and lots of work. I usually tend to work at home but at least their consultation team is top notch.,"Keep up the good work. As long as you keep the same business model, you'll be successufl.",It's pretty cool,NA
