Employer's Name,Review Date,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,7/13/2015,"great work life balance, upward mobility if you shine bright enough.",no longer a start up  culture.,keep it up!,Associate
S&P Global Market Intelligence,7/13/2015,Good service provider in the Industry,"Bad Management , need to take care of it", ,EXPERIENCED
S&P Global Market Intelligence,7/13/2015,Work-life balance. Good management experience.,"Some political games may hinder proper progression of hard working people. There is a large turnover of people, due to below market compensation.", ,S&P Capital IQ
S&P Global Market Intelligence,7/10/2015,"Less work-load.
Less work-pressure.
People are friendly.
Nice training is provided.","Use of old-technology.
Poor hikes.
HR department is very inefficient.","Work-culture need to be refreshing.Management should also act upon employees advices, not just listen to them.","Nice place to start,Not very refreshing work."
S&P Global Market Intelligence,7/6/2015,"The office and coworkers are all very fun. Team outings, loose atmosphere, work is fun too.",Pay is very meh and the fact that Cap IQ is attached to the McGraw-Hill parent company isn't great. A lot of cheesy corporate events and what have you that aren't anything but torturous.,"Try paying more if you want to retain a higher percent of employees. Also, tell the higher ups that day-long ""leadership training"" events are incredibly dull",Not bad but not great
S&P Global Market Intelligence,7/2/2015,"Work Life Balance, Environment, Senior Management","No growth oppurtunitis, Long Shifts",Focus on entry level employees,JRA
S&P Global Market Intelligence,7/1/2015,"Good Working Environment ,Proper Training Facilities, Proper Compensation","Lack of Flexibility, Working Time problem , Overloaded projects",Nothing,Finance
S&P Global Market Intelligence,6/30/2015,"Work life balance is good, flexibility in dress code, time etc",things are keep changing in management side,Needs to maintain stability in terms of products and employee count,Lead software engineer
S&P Global Market Intelligence,6/28/2015,The company provides great compensation and benefit package to its employees. This is one of the main reasons why most of the staff stay for years.,long working hours especially during peak seasons., ,Great working at S&P
S&P Global Market Intelligence,6/23/2015,"Good Exposure to global teams
healthy competitive environment","Teams management is limited to local office
Salaries are not up to the market",Internal mobility withing different jobs should be encouraged,Project Lead
S&P Global Market Intelligence,6/21/2015,People are nice. flexibility to switch to different roles.,change takes long time., ,less than 1 year in the company
S&P Global Market Intelligence,6/20/2015,flexible work hours and events,"too many ""restructures"" i.e. firing people because they dont make money on any products
too many upper management folks eating up all the money in the company that leaves nothing for people that actually work
pay much below market average","too many ""restructures"" will be disastrous",Place to learn for a couple of years
S&P Global Market Intelligence,6/20/2015,"Good work hours and ability to work at home when needed.  Some of the employees are really great people, but these good people tend to leave as the direction of the company is unclear.","No business plan, low morale, not an environment to build a career. New company focus revolves around cost cutting, not growing the business as there is little investment being made. Also, management is insular and and does not react well to constructive criticism.  People who focus on politics may do well there but being knowledgeable and working hard may actually harm your career. People who advance are the ones who are good at political gamesmanship.  The good people tend to leave, and the turnover is increasing.",Listen to the rank and file employees.  There are many good people and ideas that are suppressed by their managers because they may shake up the status quo.,Cost Cutting Mode - Lack of Direction
