"","Employer.s.Name","Review.Link","Job.Title","City.Town.Name","State.Name","Country.Name","Interview.Date","Interview.Difficulty","Interview.Length..no..of.days.","Process","Interview.Outcome","Overall.Experience","Why.Decline","Negotiation.Phase","Interview.Question.1","Interview.Question.2","Interview.Question.3","Interview.Question.4","Interview.Question.5","Employer.Response"
"174","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1224288.htm","Software Engineer","Hyderabad","Telangana","India","12/3/2011","Average",15,"Written test consisting of 10 questions (reverse linked list,bits set in a byte,least common ancestor,some db and caching design). One coding test on the computer .Three face to face rounds . I think they have pretty much standard interview process.Interviewers come prepared with those questions and if you answer them correctly then you are done. I'm saying this because they were asking about different software development life cycles ,architectural patterns etc which most of the people don't use in their day to day work. This is irrespective of the experience. Would not suggest an experienced guy with 5+ years to attend . They don't have a big setup , so growth would be stagnant. Most of the people seem to be recent college grads.","No Offer","Neutral"," "," ","reverse a linked list , surprisingly every interviewer is interested in this silly question "," "," "," "," ",NA
"175","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1475988.htm","Software Engineer"," "," "," ","4/29/2012","Average",1,"2 intern positions. duration 6 months, i.e. 7th semester. telephonic intervw. main topics asked in it were from dbms, os, and my self initiated projects. 2 iq field questions, duration of intervw 45 minoutes. algorithms and computer architecture were for side questions.2 intern positions. duration 6 months, i.e. 7th semester. telephonic intervw. main topics asked in it were from dbms, os, and my self initiated projects. 2 iq field questions, duration of intervw 45 minoutes. algorithms and computer architecture were for side questions","No Offer","Neutral"," "," ","indexing used in dbms tables"," "," "," "," ",NA
"176","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1955143.htm","Software Engineer"," "," "," ","9/14/2012"," ",NA,"At first I spoke to HR, very brusk. Asking about past experience, expected pay, what technologies I was most comfertable with. Then I had a phone interview with team lead. Very friendly, looking for lots of questions. Scheduled a technical interview. Basic array manipulation and algorythms questions. Said they were not sure I was a good fit yet but that they looked forward to heering from me in the future with more experience under my belt.","No Offer","Positive"," "," ","In an nxn grid of ones and zeros, turn all squares in a manhattan distance of k from any 1 into 1s, yielding an algorythm of complexity O(n2)."," "," "," "," ",NA
"177","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1702553.htm","Software Engineer","Bengaluru","Karnataka","India","7/7/2012","Difficult",2,"The interview was a 1:1 process over a period of two days with two individuals. it was a preliminary process. The first round was comparitively easy, but the second round interviewer however sweet posted an unlikely scenario and wouldnt accept nor comment on the answers that i gave","No Offer","Positive"," "," ","You are working in a banking corp with 1 million customers. You have an account in india and would like to access it in NY. How do you transfer the data"," "," "," "," ",NA
"178","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1804973.htm","Software Engineer"," "," "," ","8/3/2012","Difficult",NA,"written-&gt;gd-&gt;technical interviews.....written will have dbms and oops based questions...mcq's,queries,programs.....moderate level pf difficulty..","No Offer"," "," "," ","oops design for chess game"," "," "," "," ",NA
"179","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW1600231.htm","Software Engineer","Gurgaon","Haryana","India","6/13/2012","Difficult",35,"many rounds of interview..long procedure...dont know what they were looking for.they din't hire anyone","No Offer","Negative"," "," ","why do u want to pursue your career in testing??"," "," "," "," ",NA
"180","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6576247.htm","Software Engineer","Greater Noida","Uttar Pradesh","India","5/12/2015","Average",14,"The first round was through cocubes. It had apti questions and 3 coding questions. It was easy just basic string questions were asked. 2nd round as interview based on project, summer training, DBMS and Data Structures. Not that difficult if prepared well for the interview","No Offer","Positive"," "," ","A db query to select 2nd highest salary from a table, find if tree is BST or not"," "," "," "," ",NA
"181","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6489619.htm","Software Engineer","Jabalpur","Madhya Pradesh","India","5/1/2015","Average",1,"It was a campus interview process. They shortlisted the student on the basis of CV. basically They shortlisted on the basis of CPI (CPI &gt; 7.5). They shortlisted 10 students out of 20 -25. After a week they took telephonic interview. There are two interviewers on the telephone. It was purely technical interview. They asked questions related to the operating system, dbms and java (basically oops concept).","Accepted Offer","Positive"," ","for internship there is no such negotiation. To get selected you should have sound knowledge of Java, and DBMS.","They asked about the binary tree.","Asked about deadlock"," "," "," ",NA
"182","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6163582.htm","Software Engineer","Hyderabad","Telangana","India","3/21/2015","Average",5,"Interview process for the Mobile App Developer - There were 3 rounds, First one technical other two manager - The interview was mainly on JAVA and bit of Android & iOS - Manager rounds were just a formality","Accepted Offer","Positive"," "," ","Basic Java and Android questions"," "," "," "," ",NA
"183","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7341758.htm","Software Engineer","Gurgaon","Haryana","India","7/24/2015","Average",1,"Written Test +2 technical round +Director round were there The first technical round was telephonic and in that round your position may also get changed on which you applied.For example i applied for software developer but the interview judged me on networking profile.So be careful with your projects.write only those projects that shows your development work. First round was also a screeining round basic ques were asked. In the second technical round which was given by my friends basic data structure were asked and some basic coding was made. prepare sql query well as you may also gat selected as database administrator","No Offer","Neutral"," "," ","Basic ques on oops operating system were asked.
Prepare your projects well as questions are asked from them also"," "," "," "," ",NA
"184","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7412236.htm","Software Engineer","Gurgaon","Haryana","India","7/31/2015","Average",2,"I applied through pooled campus drive. First,An aptitude test by Co-cubes with another 1 hour programming section(3 programs: easy-med-tough). Then after qualifying in that,it was mentioned by Co-Cubes that a 3-step interview should follow at Capital IQ office,Gurgaon. However after reaching their office, there was yet another DBMS written test announced out of blue. It was an elimination round. After that round, there was yet another C/C++ written test which had programs also. Unfortunately I was eliminated in this very round. After this round, 12 students were selected( all cse/it..i was an ece grad) who went on for interview process. Out of 12, only 2 were selected...there were two positions on offer.","No Offer","Positive"," "," ","DBMS- Simple queries, ER diagram, theoretical questions- 2NF/3NF/BCNF,atomicity etc.
C++ - output ques, 2 programs - to reverse the order of words in string.one more ques i dont remember. "," "," "," "," ",NA
