"Employer.s.Name","Review.Link","Job.Title","Review.Date","Review.City.Town.Name","Review.State.Name","Review.Country.Name","Current.Job","Length.of.Employment","Employment.Status","Overall.Satisfaction","Career.Opportunities","Compensation...Benefits","Senior.Leadership","Work.Life.Balance","Culture...Values","Business.Outlook","Recommend.to.Friend","CEO.Approval","Pros","Cons","Advice.to.Sr..Management","Headline","Employer.Response"
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13612887.htm","Specialist","2/3/2017","Ahmedabad","Gujarat","India","No"," "," ",4,3,3,4,4,4,"Getting Better","Yes","Approve","Positive Work Environment. Good Work Ethics.","more importance to career growth",NA,"Best Org in Ahmedabad- S&P Global"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13491392.htm","Content Analyst","1/25/2017","Ahmedabad","Gujarat","India","Yes","More than a year","Full-time",1,0,0,0,0,0," "," ","No Rating","for fresher a good package.......................","lack of motivation and appreciaton......."," ","For fresher it is good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13486622.htm","Analyst","1/25/2017","Hyderabad","Telangana","India","No","More than a year","Full-time",5,3,4,4,5,5,"Getting Better","Yes","No Rating","Best learning experience for anyone who freshly started their career","Nothing that I can think of"," ","It was great"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13474400.htm","Content Analyst","1/25/2017","Ahmedabad","Gujarat","India","Yes"," "," ",1,1,2,1,1,1,"Getting Worse","No","Disapprove","- Infrastructure
- Facilities
- No other pros","zero growth opportunity
- Need proper trainer
- Trainers are all managers who are very lethargic and not able to handle new joiners.
- Very bad experience with these trainers who just wasting time and not using productive time.
- Favoritism
- no professional communication
- Lack of co-operation
- zero exposure
- language spoken in this MNC - Gujarati
- least salary in the industry
- no motivation
- Irrelevant work experience","- First of all get some managerial skills before managing people
- go get some spoken English as even managers dont know how to speak in English
- be professional and stop eating gutkha and pan masala in the campus
- dont manipulate the employees, I","""Job Review"""," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13473659.htm"," ","1/25/2017","Hyderabad","Telangana","India","Yes"," ","Full-time",2,3,2,1,1,2,"Getting Better","No","Disapprove","Insurance benefits .
One time free cab facility .
Discounted food court.","No career growth.
Less amount of increments . 
Critical criteria to get offered package.
There is no Worklife balance.","Review the employee benefits.
Apply old policies to employees.","Growth"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13457305.htm","Research Associate","1/24/2017","Gurgaon","Haryana","India","No","Less than a year"," ",4,3,4,2,4,5,"Staying the Same","Yes","Approve","The company has one of the best cultural ambience, best for work.","Inappropiate behaviour from some of the co-employees, and management isn't supportive in such matters."," ","Overall work experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13440257.htm","Software Engineer","1/23/2017","Hyderabad","Telangana","India","No","Less than a year"," ",5,5,5,5,5,5,"Getting Better","Yes","Approve","Wonderful learning, great work culture","Nothing. I enjoyed every part of my experience there","Could allow sabbatical for students going for higher studies.","Awesome Experience"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13438302.htm","Senior Research Associate","1/23/2017","Hyderabad","Telangana","India","Yes","More than 3 years","Full-time",5,5,3,5,4,3,"Staying the Same","Yes","Approve","Very good environment to work and maintain personal life as well.","i didnt gryt any cons so far so its better to come and work then realize how it is good.","Transparency should maintain in applying the policies.","Work here and joy the life"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13409067.htm"," ","1/20/2017","Ahmedabad","Gujarat","India","Yes","More than a year","Full-time",3,2,3,2,4,5,"Getting Better","No","No Opinion","Overall a good company to work with.","Growth & learning opportunities are limited.","--","Job review"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13360902.htm"," ","1/17/2017","Gurgaon","Haryana","India","No"," ","Full-time",4,4,4,2,5,4,"Getting Better","Yes","Approve","Great salary, low work pressure","Decent learning but only if you are motivated. Role is very flexible","Get the new breed in and lets bring that change that is the need of the hour.","Mixed bag"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13355792.htm","Software QA Engineer","1/17/2017","Hyderabad","Telangana","India","Yes"," ","Full-time",3,3,2,4,3,4,"Getting Better","Yes","Approve","Good Environment.Flexible timings for some teams.","No cab facility for female employees. Need to request every time we required.
No Day care for toddlers."," ","Good Environment"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13354084.htm"," ","1/16/2017","New Delhi","Delhi","India","Yes","Less than a year"," ",3,2,4,3,5,3,"Getting Better","No","Approve","Work-life balance and respected brand","Very less learning, mundane work, lack of challenges","Adopt latest advents in technology fast! The firm is already way behind it's competitors.","Senior Research Associate"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13183824.htm","Research Associate","1/4/2017","New Delhi","Delhi","India","No","More than a year"," ",3,3,3,1,3,2,"Staying the Same","No","Approve","-Good work life balance
-Good place to start if you are a graduate. Not very good for MBAs. Lot to learn for graduates in the first year.","-Monotonous work with not much room to grow or learn after a time.
-Management is very poor. Managers behave like kings with little regard for employees or their career.","Good place.","Good place to start out for a graduate."," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13167737.htm","Quality Engineer","1/2/2017","Gurgaon","Haryana","India","Yes","More than 5 years","Full-time",4,4,4,3,4,3,"Staying the Same","Yes","Approve","1. Good salary.
2. Work life balance.","Very little learning curve for Quality Engineers"," ","Good place to work"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13157692.htm","Senior Business Analyst","1/1/2017","Gurgaon","Haryana","India","Yes","More than 10 years","Full-time",3,3,4,3,2,2,"Getting Worse","No","Approve","Lots of opportunities to learn if one is willing to apply mind to it. Top management change has had positive impact on people at lower rungs.","Middle management in Indian location would most likely ensure you are not encouraged to innovate and be proactive. Performance reviews are mostly a sham with hardly any inputs on how to plan your career and your professional growth better.","A lot of good work is going in. But current managers in Indian offices are most likely to let it go waste which will eventually impact growth of people in Gurgaon and Hyderabad","Senior Business Analyst"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13125127.htm","Technology Quality Analyst","12/28/2016","Gurgaon","Haryana","India","No","More than a year","Full-time",5,4,5,4,5,5,"Getting Better","Yes","Approve","Good culture, atmosphere, management, learning env, peers. work quality, appraisals, salary, feedback process, HR policies, HR benefits","Difficult to find any cons, just the work can get redundant at times, and difficult to keep yourself engaged","more integration with global teams, on-site opportunities, challenging work roles to be offered, rest everything is good","Quality Analyst"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13097252.htm","Junior Research Associate","12/24/2016","Hyderabad","Telangana","India","No","More than a year","Full-time",1,1,2,1,2,1,"Staying the Same","No","Disapprove","cab facility, pick and drop, worst gym in the company, mostly","region discrimination, no scope for growth,","it's a great company don't ruin it.","WORST"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13055338.htm","Business Analyst","12/20/2016","Hyderabad","Telangana","India","Yes"," "," ",4,4,4,4,5,4,"Getting Better","Yes","Approve","Very nice company to work ....","No cons from my side","no advice from my side","JRA"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13030719.htm","Intern","12/17/2016","Hyderabad","Telangana","India","No"," "," ",4,4,4,5,4,4,"Getting Better","Yes","Approve","Had a good experience with supportive and encouraging staff.
You get to learn in varied sectors and can gain exposure.","nothing in particular to note."," ","INTERN"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13019410.htm","Senior Business Analyst","12/15/2016","Hyderabad","Telangana","India","Yes","More than 10 years","Full-time",2,2,1,1,1,2,"Staying the Same","No","Approve","Don't have much-pressurised work environment","Career Opportunities are less compared to the same industry","Need to shift to Managment Style rather than Racism.","Senior Analyst"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW13007022.htm","Research Associate","12/14/2016","Gurgaon","Haryana","India","No"," "," ",3,2,3,3,4,4,"Getting Worse","Yes","Approve","Fixed Working Hours
Decent Salary
Big brand name","Monotonous Job
Negligible growth
Minimal Learning
No transparency in Management","Need to be more transparent in their appraisal and promotion policies.","Downward sloping learning curve"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW12888045.htm"," ","12/5/2016","Ahmedabad","Gujarat","India","Yes"," "," ",2,2,3,2,3,4,"Staying the Same","No","Approve","Here work environment is good but not to work for more than 2.5 years.","very rigid work, not interested work after some period of time","improve salary, handle minimum pressure to employee","For first job it is good"," "
"S&P Global Market Intelligence","http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW12886674.htm"," ","12/5/2016","Hyderabad","Telangana","India","Yes"," "," ",4,4,5,4,4,4,"Getting Better","Yes","No Rating","Very good place to work","Nope as of now everything seems to be good"," ","About Company"," "
