"","cons_page1"
"2465","Terrible, I don’t think I can even tell my friends about this company. Recently had a HR problem, more so it was my boss who threatened and harassed me in order to quit. He couldn’t tell me he was facing budget cuts because of NEW directors in charge. Would not recommend and highly do not think much about this company. 

Everyone in the office is usually older and been there for sometime. Not that its a bad thing,... but new faces is good except they do not have actual training for you. Highly do not recommend."
"2466","Actually take care of your employees and be professional."
"2467","Nepotism runs rampant at the Brookfield location. You have a much better chance of getting hired or promoted based on who you are related to rather than your skills. Most of the upper management in the Brookfield location are long time college buddies, dating and/or somehow related. If one of them don't like you, you can forget about promotions/advancement."
"2468","Put in place rules on nepotism and advancing/hiring your girlfriends."
"2469","it's very political and who you know is everything. the culture will take a long time to change. They don't care much about the people or the loyalty to the company - they just want to hit the numbers."
"2470","invest in people management and create an employee retention plan"
"2471","Good company and workable. It's smart test work is wonderful"
"2472","Interview rounds r crazy"
"2473","Uncertain career progression is for early career reporters."
"2474","More urgency needed"
"2475","Projets inintéressants
Aucune perspective d'avenir pour les jeunes
L'enchainement des plans de départs volontaires

Globalement le site de Puteaux est à l'abandon, la direction attend que tout le monde part pour fermer les portes.
Les projets et les powerpoints du Top Management sont de la poudre aux yeux pour justifier leurs salaires démesurés alors que les personnes qui produisent réellement de la valeur... ajoutés sont en sous effectifs.

La boite est plombés par plusieurs générations de personnes qui ont connu la ""grande époque"" avec des augmentations mirobolantes. 
Aujourd'hui les temps sont durs pour une entreprise qui n'est pas leader de son marché et qui n'innove plus faute d'esprits vifs. Les gros salaires restent car ils ne retrouveront jamais un travail aussi bien payé ailleurs.

En arrivant on m'a vanté les possibilités d'évolution, les possibilités de départ à l'étranger. Que des mensonges !
En étant chez Thomson Reuters j'avais l'impression d'être présent pour faire le nombre dans les équipes et ainsi justifier la présence de certains managers.

Je n'ai jamais vu le résultat de mon travail, les clients sont fictifs, les projets n'ont aucun sens.

1 manager pour deux développeurs, c'est du jamais vu, c'est une hierarchie pyramidale poussée à l'extreme !

Les équipes ne communiquent pas, les développeurs ne voient pas les clients, la rétention d'information est le sport national de l'entreprise.

Bref le management est dépassé et résigné face au manque d'effectif pour travailler dans des conditions normales, pendant que le top management est très content de la situation et espère que cela durera le plus longtemps possible pour manger dans la soupe tant qu'elle est encore bonne.

A quand la fin de cette macarade ?"
